Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Ámbito territorial;Disponibilidad de taxímetro;periodo;Total
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Total;2001;271
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Total;2000;268
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Total;1999;268
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Total;1998;265
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Total;1997;265
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Total;1996;265
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Total;1995;262
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Total;1994;262
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;2019;284
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;2018;284
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;2017;284
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;2016;284
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;2015;283
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;2014;283
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;2013;283
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;2012;283
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;2011;283
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;2010;283
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;2009;283
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;2008;280
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;2007;280
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;2006;270
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;2005;277
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;2004;277
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;2003;274
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;2002;271
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;2001;271
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;2000;268
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;1999;268
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;1998;265
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;1997;265
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;1996;265
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;1995;262
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Con taxímetro;1994;262
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;2019;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;2018;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;2017;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;2016;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;2015;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;2014;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;2013;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;2012;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;2011;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;2010;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;2009;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;2008;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;2007;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;2006;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;2005;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;2004;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;2003;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;2002;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;2001;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;2000;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;1999;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;1998;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;1997;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;1996;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;1995;0
Total Nacional;01 Andalucía;04 Almería;Capital de Provincia;Sin taxímetro;1994;0
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;2019;1.207
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;2018;1.210
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;2017;1.205
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;2016;1.214
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;2015;1.229
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;2014;1.223
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;2013;1.236
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;2012;1.244
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;2011;1.241
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;2010;1.245
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;2009;1.239
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;2008;1.234
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;2007;1.258
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;2006;1.235
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;2005;1.211
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;2004;989
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;2003;1.213
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;2002;1.203
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;2001;1.206
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;2000;1.230
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;1999;1.223
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;1998;1.231
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;1997;1.229
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;1996;1.240
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;1995;1.264
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Total;1994;1.269
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;2019;1.135
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;2018;1.134
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;2017;1.125
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;2016;1.125
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;2015;1.130
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;2014;1.137
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;2013;980
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;2012;993
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;2011;972
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;2010;973
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;2009;942
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;2008;873
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;2007;900
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;2006;864
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;2005;830
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;2004;814
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;2003;814
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;2002;801
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;2001;794
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;2000;796
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;1999;796
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;1998;718
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;1997;796
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;1996;717
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;1995;763
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Con taxímetro;1994;715
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;2019;72
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;2018;76
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;2017;80
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;2016;89
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;2015;99
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;2014;86
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;2013;256
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;2012;251
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;2011;269
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;2010;272
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;2009;297
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;2008;361
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;2007;358
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;2006;371
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;2005;381
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;2004;175
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;2003;399
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;2002;402
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;2001;412
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;2000;434
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;1999;427
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;1998;513
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;1997;433
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;1996;523
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;1995;501
Total Nacional;01 Andalucía;11 Cádiz;Provincia;Sin taxímetro;1994;554
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;2019;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;2018;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;2017;217
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;2016;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;2015;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;2014;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;2013;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;2012;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;2011;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;2010;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;2009;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;2008;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;2007;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;2006;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;2005;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;2004;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;2003;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;2002;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;2001;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;2000;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;1999;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;1998;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;1997;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;1996;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;1995;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Total;1994;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;2019;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;2018;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;2017;217
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;2016;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;2015;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;2014;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;2013;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;2012;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;2011;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;2010;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;2009;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;2008;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;2007;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;2006;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;2005;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;2004;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;2003;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;2002;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;2001;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;2000;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;1999;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;1998;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;1997;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;1996;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;1995;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Con taxímetro;1994;224
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;2019;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;2018;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;2017;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;2016;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;2015;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;2014;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;2013;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;2012;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;2011;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;2010;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;2009;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;2008;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;2007;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;2006;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;2005;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;2004;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;2003;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;2002;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;2001;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;2000;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;1999;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;1998;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;1997;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;1996;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;1995;0
Total Nacional;01 Andalucía;11 Cádiz;Capital de Provincia;Sin taxímetro;1994;0
Total Nacional;01 Andalucía;14 Córdoba;Provincia;Total;2019;817
Total Nacional;01 Andalucía;14 Córdoba;Provincia;Total;2018;821
Total Nacional;01 Andalucía;14 Córdoba;Provincia;Total;2017;814
Total Nacional;01 Andalucía;14 Córdoba;Provincia;Total;2016;832
Total Nacional;01 Andalucía;14 Córdoba;Provincia;Total;2015;836
Total Nacional;01 Andalucía;14 Córdoba;Provincia;Total;2014;844
Total Nacional;01 Andalucía;14 Córdoba;Provincia;Total;2013;847
Total Nacional;01 Andalucía;14 Córdoba;Provincia;Total;2012;832
Total Nacional;01 Andalucía;14 Córdoba;Provincia;Total;2011;829
Total Nacional;01 Andalucía;14 Córdoba;Provincia;Total;2010;828
Total Nacional;01 Andalucía;14 Córdoba;Provincia;Total;2009;838
Total Nacional;01 Andalucía;14 Córdoba;Provincia;Total;2008;834
Total Nacional;01 Andalucía;14 Córdoba;Provincia;Total;2007;837
Total Nacional;01 Andalucía;14 Córdoba;Provincia;Total;2006;824
Total Nacional;01 Andalucía;14 Córdoba;Provincia;Total;2005;838
Total Nacional;01 Andalucía;14 Córdoba;Provincia;Total;2004;834
Total Nacional;01 Andalucía;14 Córdoba;Provincia;Total;2003;831
