Total Nacional;Comunidades y Ciudades Autónomas;Viajeros y tasas;Periodo;Total
Total Nacional;01 Andalucía;Viajeros transportados;2021M02;8.633
Total Nacional;01 Andalucía;Viajeros transportados;2021M01;8.841
Total Nacional;01 Andalucía;Viajeros transportados;2020M12;10.424
Total Nacional;01 Andalucía;Viajeros transportados;2020M11;9.923
Total Nacional;01 Andalucía;Viajeros transportados;2020M10;11.989
Total Nacional;01 Andalucía;Viajeros transportados;2020M09;11.006
Total Nacional;01 Andalucía;Viajeros transportados;2020M08;8.891
Total Nacional;01 Andalucía;Viajeros transportados;2020M07;10.180
Total Nacional;01 Andalucía;Viajeros transportados;2020M06;8.175
Total Nacional;01 Andalucía;Viajeros transportados;2020M05;3.524
Total Nacional;01 Andalucía;Viajeros transportados;2020M04;1.632
Total Nacional;01 Andalucía;Viajeros transportados;2020M03;9.222
Total Nacional;01 Andalucía;Viajeros transportados;2020M02;18.262
Total Nacional;01 Andalucía;Viajeros transportados;2020M01;18.151
Total Nacional;01 Andalucía;Viajeros transportados;2019M12;18.814
Total Nacional;01 Andalucía;Viajeros transportados;2019M11;19.689
Total Nacional;01 Andalucía;Viajeros transportados;2019M10;21.094
Total Nacional;01 Andalucía;Viajeros transportados;2019M09;18.071
Total Nacional;01 Andalucía;Viajeros transportados;2019M08;15.236
Total Nacional;01 Andalucía;Viajeros transportados;2019M07;17.128
Total Nacional;01 Andalucía;Viajeros transportados;2019M06;17.910
Total Nacional;01 Andalucía;Viajeros transportados;2019M05;21.418
Total Nacional;01 Andalucía;Viajeros transportados;2019M04;19.184
Total Nacional;01 Andalucía;Viajeros transportados;2019M03;19.699
Total Nacional;01 Andalucía;Viajeros transportados;2019M02;17.347
Total Nacional;01 Andalucía;Viajeros transportados;2019M01;18.187
Total Nacional;01 Andalucía;Viajeros transportados;2018M12;19.699
Total Nacional;01 Andalucía;Viajeros transportados;2018M11;20.590
Total Nacional;01 Andalucía;Viajeros transportados;2018M10;20.785
Total Nacional;01 Andalucía;Viajeros transportados;2018M09;18.513
Total Nacional;01 Andalucía;Viajeros transportados;2018M08;15.338
Total Nacional;01 Andalucía;Viajeros transportados;2018M07;17.472
Total Nacional;01 Andalucía;Viajeros transportados;2018M06;19.419
Total Nacional;01 Andalucía;Viajeros transportados;2018M05;21.681
Total Nacional;01 Andalucía;Viajeros transportados;2018M04;21.295
Total Nacional;01 Andalucía;Viajeros transportados;2018M03;20.222
Total Nacional;01 Andalucía;Viajeros transportados;2018M02;18.338
Total Nacional;01 Andalucía;Viajeros transportados;2018M01;19.169
Total Nacional;01 Andalucía;Viajeros transportados;2017M12;18.814
Total Nacional;01 Andalucía;Viajeros transportados;2017M11;20.531
Total Nacional;01 Andalucía;Viajeros transportados;2017M10;20.988
Total Nacional;01 Andalucía;Viajeros transportados;2017M09;18.477
Total Nacional;01 Andalucía;Viajeros transportados;2017M08;15.052
Total Nacional;01 Andalucía;Viajeros transportados;2017M07;16.464
Total Nacional;01 Andalucía;Viajeros transportados;2017M06;18.457
Total Nacional;01 Andalucía;Viajeros transportados;2017M05;21.568
Total Nacional;01 Andalucía;Viajeros transportados;2017M04;19.430
Total Nacional;01 Andalucía;Viajeros transportados;2017M03;20.943
Total Nacional;01 Andalucía;Viajeros transportados;2017M02;17.157
Total Nacional;01 Andalucía;Viajeros transportados;2017M01;17.814
Total Nacional;01 Andalucía;Viajeros transportados;2016M12;18.673
Total Nacional;01 Andalucía;Viajeros transportados;2016M11;19.475
Total Nacional;01 Andalucía;Viajeros transportados;2016M10;19.481
Total Nacional;01 Andalucía;Viajeros transportados;2016M09;17.974
Total Nacional;01 Andalucía;Viajeros transportados;2016M08;14.628
Total Nacional;01 Andalucía;Viajeros transportados;2016M07;16.117
Total Nacional;01 Andalucía;Viajeros transportados;2016M06;18.574
Total Nacional;01 Andalucía;Viajeros transportados;2016M05;19.594
Total Nacional;01 Andalucía;Viajeros transportados;2016M04;20.127
Total Nacional;01 Andalucía;Viajeros transportados;2016M03;19.861
Total Nacional;01 Andalucía;Viajeros transportados;2016M02;17.692
Total Nacional;01 Andalucía;Viajeros transportados;2016M01;17.651
Total Nacional;01 Andalucía;Viajeros transportados;2015M12;18.882
Total Nacional;01 Andalucía;Viajeros transportados;2015M11;19.042
Total Nacional;01 Andalucía;Viajeros transportados;2015M10;20.030
Total Nacional;01 Andalucía;Viajeros transportados;2015M09;18.109
Total Nacional;01 Andalucía;Viajeros transportados;2015M08;14.109
Total Nacional;01 Andalucía;Viajeros transportados;2015M07;16.832
Total Nacional;01 Andalucía;Viajeros transportados;2015M06;18.355
Total Nacional;01 Andalucía;Viajeros transportados;2015M05;19.967
Total Nacional;01 Andalucía;Viajeros transportados;2015M04;19.964
Total Nacional;01 Andalucía;Viajeros transportados;2015M03;20.042
Total Nacional;01 Andalucía;Viajeros transportados;2015M02;17.082
Total Nacional;01 Andalucía;Viajeros transportados;2015M01;17.446
Total Nacional;01 Andalucía;Viajeros transportados;2014M12;18.674
Total Nacional;01 Andalucía;Viajeros transportados;2014M11;18.575
Total Nacional;01 Andalucía;Viajeros transportados;2014M10;20.573
Total Nacional;01 Andalucía;Viajeros transportados;2014M09;17.661
Total Nacional;01 Andalucía;Viajeros transportados;2014M08;13.511
Total Nacional;01 Andalucía;Viajeros transportados;2014M07;16.496
Total Nacional;01 Andalucía;Viajeros transportados;2014M06;17.546
Total Nacional;01 Andalucía;Viajeros transportados;2014M05;20.283
Total Nacional;01 Andalucía;Viajeros transportados;2014M04;19.253
Total Nacional;01 Andalucía;Viajeros transportados;2014M03;19.037
Total Nacional;01 Andalucía;Viajeros transportados;2014M02;16.371
Total Nacional;01 Andalucía;Viajeros transportados;2014M01;17.792
Total Nacional;01 Andalucía;Viajeros transportados;2013M12;17.653
Total Nacional;01 Andalucía;Viajeros transportados;2013M11;18.516
Total Nacional;01 Andalucía;Viajeros transportados;2013M10;20.501
Total Nacional;01 Andalucía;Viajeros transportados;2013M09;17.117
Total Nacional;01 Andalucía;Viajeros transportados;2013M08;13.508
Total Nacional;01 Andalucía;Viajeros transportados;2013M07;16.386
Total Nacional;01 Andalucía;Viajeros transportados;2013M06;17.583
Total Nacional;01 Andalucía;Viajeros transportados;2013M05;20.233
Total Nacional;01 Andalucía;Viajeros transportados;2013M04;20.277
Total Nacional;01 Andalucía;Viajeros transportados;2013M03;18.165
Total Nacional;01 Andalucía;Viajeros transportados;2013M02;16.645
Total Nacional;01 Andalucía;Viajeros transportados;2013M01;17.954
Total Nacional;01 Andalucía;Viajeros transportados;2012M12;17.604
Total Nacional;01 Andalucía;Viajeros transportados;2012M11;18.345
Total Nacional;01 Andalucía;Viajeros transportados;2012M10;20.512
Total Nacional;01 Andalucía;Viajeros transportados;2012M09;16.990
Total Nacional;01 Andalucía;Viajeros transportados;2012M08;14.108
Total Nacional;01 Andalucía;Viajeros transportados;2012M07;16.651
Total Nacional;01 Andalucía;Viajeros transportados;2012M06;18.288
Total Nacional;01 Andalucía;Viajeros transportados;2012M05;20.580
Total Nacional;01 Andalucía;Viajeros transportados;2012M04;19.125
Total Nacional;01 Andalucía;Viajeros transportados;2012M03;20.103
Total Nacional;01 Andalucía;Viajeros transportados;2012M02;17.595
Total Nacional;01 Andalucía;Viajeros transportados;2012M01;18.597
Total Nacional;01 Andalucía;Variación anual;2024M09;10,1
Total Nacional;01 Andalucía;Variación anual;2024M08;10,5
Total Nacional;01 Andalucía;Variación anual;2024M07;9,7
Total Nacional;01 Andalucía;Variación anual;2024M06;12,4
Total Nacional;01 Andalucía;Variación anual;2024M05;11,1
Total Nacional;01 Andalucía;Variación anual;2024M04;19,2
Total Nacional;01 Andalucía;Variación anual;2024M03;1
Total Nacional;01 Andalucía;Variación anual;2024M02;20,5
Total Nacional;01 Andalucía;Variación anual;2024M01;19,8
Total Nacional;01 Andalucía;Variación anual;2023M12;18,5
Total Nacional;01 Andalucía;Variación anual;2023M11;17,6
Total Nacional;01 Andalucía;Variación anual;2023M10;16,9
Total Nacional;01 Andalucía;Variación anual;2023M09;16,6
Total Nacional;01 Andalucía;Variación anual;2023M08;18,9
Total Nacional;01 Andalucía;Variación anual;2023M07;23,4
Total Nacional;01 Andalucía;Variación anual;2023M06;13,6
Total Nacional;01 Andalucía;Variación anual;2023M05;17,9
Total Nacional;01 Andalucía;Variación anual;2023M04;21,1
Total Nacional;01 Andalucía;Variación anual;2023M03;22,9
Total Nacional;01 Andalucía;Variación anual;2023M02;20,9
Total Nacional;01 Andalucía;Variación anual;2023M01;28,9
Total Nacional;01 Andalucía;Variación anual;2022M12;15,4
Total Nacional;01 Andalucía;Variación anual;2022M11;13,3
Total Nacional;01 Andalucía;Variación anual;2022M10;16,3
Total Nacional;01 Andalucía;Variación anual;2022M09;18,1
Total Nacional;01 Andalucía;Variación anual;2022M08;23,9
Total Nacional;01 Andalucía;Variación anual;2022M07;18
Total Nacional;01 Andalucía;Variación anual;2022M06;27,2
Total Nacional;01 Andalucía;Variación anual;2022M05;46,1
Total Nacional;01 Andalucía;Variación anual;2022M04;50,3
Total Nacional;01 Andalucía;Variación anual;2022M03;51,1
Total Nacional;01 Andalucía;Variación anual;2022M02;60,2
Total Nacional;01 Andalucía;Variación anual;2022M01;45
Total Nacional;01 Andalucía;Variación anual;2021M12;39,6
Total Nacional;01 Andalucía;Variación anual;2021M11;63,1
Total Nacional;01 Andalucía;Variación anual;2021M10;34,2
Total Nacional;01 Andalucía;Variación anual;2021M09;29,9
Total Nacional;01 Andalucía;Variación anual;2021M08;17,3
Total Nacional;01 Andalucía;Variación anual;2021M07;13,6
Total Nacional;01 Andalucía;Variación anual;2021M06;52,7
Total Nacional;01 Andalucía;Variación anual;2021M05;241
Total Nacional;01 Andalucía;Variación anual;2021M04;571,5
Total Nacional;01 Andalucía;Variación anual;2021M03;20,6
Total Nacional;01 Andalucía;Variación anual;2021M02;-52,7
Total Nacional;01 Andalucía;Variación anual;2021M01;-51,3
Total Nacional;01 Andalucía;Variación anual;2020M12;-44,6
Total Nacional;01 Andalucía;Variación anual;2020M11;-49,6
Total Nacional;01 Andalucía;Variación anual;2020M10;-43,2
Total Nacional;01 Andalucía;Variación anual;2020M09;-39,1
Total Nacional;01 Andalucía;Variación anual;2020M08;-41,6
Total Nacional;01 Andalucía;Variación anual;2020M07;-40,6
Total Nacional;01 Andalucía;Variación anual;2020M06;-54,4
Total Nacional;01 Andalucía;Variación anual;2020M05;-83,5
Total Nacional;01 Andalucía;Variación anual;2020M04;-91,5
Total Nacional;01 Andalucía;Variación anual;2020M03;-53,2
Total Nacional;01 Andalucía;Variación anual;2020M02;5,3
Total Nacional;01 Andalucía;Variación anual;2020M01;-0,2
Total Nacional;01 Andalucía;Variación anual;2019M12;-4,5
Total Nacional;01 Andalucía;Variación anual;2019M11;-4,4
Total Nacional;01 Andalucía;Variación anual;2019M10;1,5
Total Nacional;01 Andalucía;Variación anual;2019M09;-2,4
Total Nacional;01 Andalucía;Variación anual;2019M08;-0,7
Total Nacional;01 Andalucía;Variación anual;2019M07;-2
Total Nacional;01 Andalucía;Variación anual;2019M06;-7,8
Total Nacional;01 Andalucía;Variación anual;2019M05;-1,2
Total Nacional;01 Andalucía;Variación anual;2019M04;-9,9
Total Nacional;01 Andalucía;Variación anual;2019M03;-2,6
Total Nacional;01 Andalucía;Variación anual;2019M02;-5,4
Total Nacional;01 Andalucía;Variación anual;2019M01;-5,1
Total Nacional;01 Andalucía;Variación anual;2018M12;4,7
Total Nacional;01 Andalucía;Variación anual;2018M11;0,3
Total Nacional;01 Andalucía;Variación anual;2018M10;-1
Total Nacional;01 Andalucía;Variación anual;2018M09;0,2
Total Nacional;01 Andalucía;Variación anual;2018M08;1,9
Total Nacional;01 Andalucía;Variación anual;2018M07;6,1
Total Nacional;01 Andalucía;Variación anual;2018M06;5,2
Total Nacional;01 Andalucía;Variación anual;2018M05;0,5
Total Nacional;01 Andalucía;Variación anual;2018M04;9,6
Total Nacional;01 Andalucía;Variación anual;2018M03;-3,4
Total Nacional;01 Andalucía;Variación anual;2018M02;6,9
Total Nacional;01 Andalucía;Variación anual;2018M01;7,6
Total Nacional;01 Andalucía;Variación anual;2017M12;0,8
Total Nacional;01 Andalucía;Variación anual;2017M11;5,4
Total Nacional;01 Andalucía;Variación anual;2017M10;7,7
Total Nacional;01 Andalucía;Variación anual;2017M09;2,8
Total Nacional;01 Andalucía;Variación anual;2017M08;2,9
Total Nacional;01 Andalucía;Variación anual;2017M07;2,2
Total Nacional;01 Andalucía;Variación anual;2017M06;-0,6
Total Nacional;01 Andalucía;Variación anual;2017M05;10,1
Total Nacional;01 Andalucía;Variación anual;2017M04;-3,5
Total Nacional;01 Andalucía;Variación anual;2017M03;5,5
Total Nacional;01 Andalucía;Variación anual;2017M02;-3
Total Nacional;01 Andalucía;Variación anual;2017M01;0,9
Total Nacional;01 Andalucía;Variación anual;2016M12;-1,1
Total Nacional;01 Andalucía;Variación anual;2016M11;2,3
Total Nacional;01 Andalucía;Variación anual;2016M10;-2,7
Total Nacional;01 Andalucía;Variación anual;2016M09;-0,7
Total Nacional;01 Andalucía;Variación anual;2016M08;3,7
Total Nacional;01 Andalucía;Variación anual;2016M07;-4,2
Total Nacional;01 Andalucía;Variación anual;2016M06;1,2
Total Nacional;01 Andalucía;Variación anual;2016M05;-1,9
Total Nacional;01 Andalucía;Variación anual;2016M04;0,8
Total Nacional;01 Andalucía;Variación anual;2016M03;-0,9
Total Nacional;01 Andalucía;Variación anual;2016M02;3,6
Total Nacional;01 Andalucía;Variación anual;2016M01;1,2
Total Nacional;01 Andalucía;Variación anual;2015M12;1,1
Total Nacional;01 Andalucía;Variación anual;2015M11;2,5
Total Nacional;01 Andalucía;Variación anual;2015M10;-2,6
Total Nacional;01 Andalucía;Variación anual;2015M09;2,5
Total Nacional;01 Andalucía;Variación anual;2015M08;4,4
Total Nacional;01 Andalucía;Variación anual;2015M07;2
Total Nacional;01 Andalucía;Variación anual;2015M06;4,6
Total Nacional;01 Andalucía;Variación anual;2015M05;-1,6
Total Nacional;01 Andalucía;Variación anual;2015M04;3,7
Total Nacional;01 Andalucía;Variación anual;2015M03;5,3
Total Nacional;01 Andalucía;Variación anual;2015M02;4,3
Total Nacional;01 Andalucía;Variación anual;2015M01;-1,9
Total Nacional;01 Andalucía;Variación anual;2014M12;5,8
Total Nacional;01 Andalucía;Variación anual;2014M11;0,3
Total Nacional;01 Andalucía;Variación anual;2014M10;0,4
Total Nacional;01 Andalucía;Variación anual;2014M09;3,2
Total Nacional;01 Andalucía;Variación anual;2014M08;0
Total Nacional;01 Andalucía;Variación anual;2014M07;0,7
Total Nacional;01 Andalucía;Variación anual;2014M06;-0,2
Total Nacional;01 Andalucía;Variación anual;2014M05;0,2
Total Nacional;01 Andalucía;Variación anual;2014M04;-5,1
Total Nacional;01 Andalucía;Variación anual;2014M03;4,8
Total Nacional;01 Andalucía;Variación anual;2014M02;-1,6
